SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2034,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2035,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2016,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2017,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2018,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2019,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2020,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2021,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2022,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2023,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2024,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2025,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2016,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2017,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2018,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2019,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2020,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2021,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2022,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2023,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2024,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2025,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2026,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2027,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2028,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2029,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2030,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2016,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2017,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2018,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2019,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2020,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2021,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2022,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2023,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2024,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2025,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2026,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2027,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2028,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2029,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2030,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2031,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2032,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2033,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2034,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2035,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2016,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2017,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2018,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2019,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2020,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2021,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2022,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2023,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2024,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2025,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2016,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2017,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2018,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2019,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2020,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2021,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2022,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2023,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2024,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2025,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2026,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2027,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2028,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2029,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2030,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2016,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2017,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2018,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2019,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2020,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2021,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2022,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2023,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2024,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NN,1000,1000,1,7.29,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2025,INE053F07892
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2016,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2017,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2018,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2019,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2020,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2021,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2022,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2023,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2024,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2025,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2026,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2027,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2028,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2029,INE053F07900
IRFC,Indian Railway Finance Corporation Limited,NO,1000,1000,1,7.64,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2030,INE053F07900
L&TFINANCE,L&T Finance Limited,NB,1000,1000,1,9.1,15-MAR-2019,,13-MAR-2024,,,,,INE027E07923
L&TFINANCE,L&T Finance Limited,NC,1000,1000,1,9.25,15-MAR-2019,,13-MAR-2024,,,,,INE027E07931
L&TFINANCE,L&T Finance Limited,ND,1000,1000,1,8.75,15-MAR-2019,,13-MAR-2024,,,,,INE027E07949
L&TFINANCE,L&T Finance Limited,NE,1000,1000,1,8.89,15-MAR-2019,,13-MAR-2024,,,,,INE027E07956
L&TFINANCE,L&T Finance Limited,NF,1000,1000,1,9.2,15-MAR-2019,,13-MAR-2029,,,,,INE027E07964
L&TFINANCE,L&T Finance Limited,NG,1000,1000,1,9.35,15-MAR-2019,,13-MAR-2029,,,,,INE027E07972
L&TFINANCE,L&T Finance Limited,NH,1000,1000,1,8.84,15-MAR-2019,,13-MAR-2029,,,,,INE027E07980
L&TFINANCE,L&T Finance Limited,NI,1000,1000,1,8.98,15-MAR-2019,,13-MAR-2029,,,,,INE027E07998
L&TFINANCE,L&T Finance Limited,NN,1000,1000,1,8.8,18-APR-2019,,15-APR-2024,,,,,INE027E07AE6
L&TFINANCE,L&T Finance Limited,NO,1000,1000,1,9,18-APR-2019,,15-APR-2024,,,,,INE027E07AF3
L&TFINANCE,L&T Finance Limited,NP,1000,1000,1,8.48,18-APR-2019,,15-APR-2024,,,,,INE027E07AG1
L&TFINANCE,L&T Finance Limited,NQ,1000,1000,1,8.66,18-APR-2019,,15-APR-2024,,,,,INE027E07AH9
L&TFINANCE,L&T Finance Limited,NR,1000,1000,1,0,18-APR-2019,,15-APR-2024,,,,,INE027E07AI7
L&TFINANCE,L&T Finance Limited,NS,1000,1000,1,0,18-APR-2019,,15-APR-2024,,,,,INE027E07AJ5
L&TFINANCE,L&T Finance Limited,NT,1000,1000,1,8.85,18-APR-2019,,15-APR-2027,,,,,INE027E07AK3
L&TFINANCE,L&T Finance Limited,NU,1000,1000,1,9.05,18-APR-2019,,15-APR-2027,,,,,INE027E07AL1
L&TFINANCE,L&T Finance Limited,NV,1000,1000,1,8.52,18-APR-2019,,15-APR-2027,,,,,INE027E07AM9
L&TFINANCE,L&T Finance Limited,NW,1000,1000,1,8.7,18-APR-2019,,15-APR-2027,,,,,INE027E07AN7
L&TFINANCE,L&T Finance Limited,Y4,1000,1000,1,8.45,26-DEC-2019,,23-DEC-2024,,,,,INE027E07AX6
L&TFINANCE,L&T Finance Limited,Y5,1000,1000,1,8.6,26-DEC-2019,,23-DEC-2024,,,,,INE027E07AY4
L&TFINANCE,L&T Finance Limited,Y6,1000,1000,1,8.15,26-DEC-2019,,23-DEC-2024,,,,,INE027E07AZ1
L&TFINANCE,L&T Finance Limited,Y7,1000,1000,1,8.29,26-DEC-2019,,23-DEC-2024,,,,,INE027E07BA2
L&TFINANCE,L&T Finance Limited,Y8,1000,1000,1,8.5,26-DEC-2019,,23-DEC-2026,,,,,INE027E07BB0
L&TFINANCE,L&T Finance Limited,Y9,1000,1000,1,8.65,26-DEC-2019,,23-DEC-2026,,,,,INE027E07BC8
M&MFIN,Mahindra & Mahindra Financial Services Limited,N1,1000,1000,1,8.72,22-MAR-2017,06-SEP-2016,06-JUN-2026,,,,,INE774D08LU6
M&MFIN,Mahindra & Mahindra Financial Services Limited,N2,1000,1000,1,9,22-MAR-2017,06-JUN-2016,06-JAN-2026,,,,,INE774D08MA6
M&MFIN,Mahindra & Mahindra Financial Services Limited,N3,1000,1000,1,,22-MAR-2017,06-JUN-2016,06-JUN-2026,,,,,INE774D08MG3
NABARD,National Bank of Agriculture & Rural Development,N1,1000,1000,1,7.35,22-MAR-2017,23-MAR-2016,23-MAR-2031,,,,,INE261F07057
NABARD,National Bank of Agriculture & Rural Development,N2,1000,1000,1,7.64,22-MAR-2017,23-MAR-2016,23-MAR-2031,,,,,INE261F07032
NAVIFIN,Navi Finserv Limited,N0,1000,1000,1,9.75,21-JUL-2023,,18-JAN-2025,,,,,INE342T07411
NAVIFIN,Navi Finserv Limited,N1,1000,1000,1,9.2,10-JUN-2022,,08-DEC-2023,,,,,INE342T07189
NAVIFIN,Navi Finserv Limited,N2,1000,1000,1,9.5,10-JUN-2022,,08-DEC-2023,,,,,INE342T07197
NAVIFIN,Navi Finserv Limited,N3,1000,1000,1,9.4,10-JUN-2022,,08-SEP-2024,,,,,INE342T07205
NAVIFIN,Navi Finserv Limited,N4,1000,1000,1,9.75,10-JUN-2022,,08-SEP-2024,,,,,INE342T07213
NAVIFIN,Navi Finserv Limited,N5,1000,1000,1,10.25,21-JUL-2023,,18-OCT-2025,,,,,INE342T07379
NAVIFIN,Navi Finserv Limited,N6,1000,1000,1,10.75,21-JUL-2023,,18-OCT-2025,,,,,INE342T07395
NAVIFIN,Navi Finserv Limited,N7,1000,1000,1,10.5,21-JUL-2023,,18-JUL-2026,,,,,INE342T07387
NAVIFIN,Navi Finserv Limited,N8,1000,1000,1,11.02,21-JUL-2023,,18-JUL-2026,,,,,INE342T07403
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2016,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2017,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2018,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2019,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2020,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2021,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2022,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2023,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2024,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2025,INE906B07CB9
NHAI,National Highways Authority of India,N2,1000,1000,1,8.3,08-FEB-2012,25-JAN-2012,25-JAN-2027,,,,01-OCT-2026,INE906B07CB9
NHAI,National Highways Authority of India,N3,1000,1000,1,8.27,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2016,INE906B07DC5
NHAI,National Highways Authority of India,N3,1000,1000,1,8.27,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2017,INE906B07DC5
NHAI,National Highways Authority of India,N3,1000,1000,1,8.27,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2018,INE906B07DC5
NHAI,National Highways Authority of India,N3,1000,1000,1,8.27,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2019,INE906B07DC5
NHAI,National Highways Authority of India,N3,1000,1000,1,8.27,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2020,INE906B07DC5
NHAI,National Highways Authority of India,N3,1000,1000,1,8.27,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2021,INE906B07DC5
NHAI,National Highways Authority of India,N3,1000,1000,1,8.27,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2022,INE906B07DC5
NHAI,National Highways Authority of India,N3,1000,1000,1,8.27,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2023,INE906B07DC5
NHAI,National Highways Authority of India,N4,1000,1000,1,8.52,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2016,INE906B07DD3
NHAI,National Highways Authority of India,N4,1000,1000,1,8.52,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2017,INE906B07DD3
NHAI,National Highways Authority of India,N4,1000,1000,1,8.52,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2018,INE906B07DD3
NHAI,National Highways Authority of India,N4,1000,1000,1,8.52,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2019,INE906B07DD3
NHAI,National Highways Authority of India,N4,1000,1000,1,8.52,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2020,INE906B07DD3
NHAI,National Highways Authority of India,N4,1000,1000,1,8.52,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2021,INE906B07DD3
NHAI,National Highways Authority of India,N4,1000,1000,1,8.52,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2022,INE906B07DD3
NHAI,National Highways Authority of India,N4,1000,1000,1,8.52,10-FEB-2014,05-FEB-2014,05-FEB-2024,,,,15-MAR-2023,INE906B07DD3
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2016,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2017,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2018,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2019,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2020,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2021,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2022,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2023,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2024,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2025,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2026,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2027,INE906B07DE1
NHAI,National Highways Authority of India,N5,1000,1000,1,8.5,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2028,INE906B07DE1
NHAI,National Highways Authority of India,N6,1000,1000,1,8.75,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2016,INE906B07DF8
NHAI,National Highways Authority of India,N6,1000,1000,1,8.75,10-FEB-2014,05-FEB-2014,05-FEB-2029,,,,15-MAR-2017,INE906B07DF8
